Date,Open,High,Low,Close,Volume
30-Mar-17,183.25,185.20,183.25,184.11,614153
29-Mar-17,185.05,186.11,182.56,182.77,560548
28-Mar-17,183.91,185.45,182.41,184.94,438858
27-Mar-17,182.00,184.10,181.23,183.95,523494
24-Mar-17,184.39,185.92,182.20,182.95,907287
23-Mar-17,184.58,186.71,183.25,184.35,481253
22-Mar-17,184.07,186.20,182.90,184.13,691193
21-Mar-17,184.78,186.28,182.74,184.02,1115263
20-Mar-17,184.72,185.21,182.54,183.69,929815
17-Mar-17,185.79,186.41,184.31,184.83,869780
16-Mar-17,186.27,186.30,183.09,185.62,759376
15-Mar-17,184.12,187.37,183.34,186.27,917431
14-Mar-17,186.42,187.13,183.03,183.67,693924
13-Mar-17,185.96,187.36,184.92,186.79,616694
10-Mar-17,185.07,188.07,185.00,186.73,687365
9-Mar-17,187.31,187.50,183.75,184.69,1050039
8-Mar-17,189.31,190.02,188.26,188.36,398755
7-Mar-17,187.84,190.11,187.83,189.30,442435
6-Mar-17,188.29,189.39,187.33,188.89,430355
3-Mar-17,190.21,190.40,188.54,189.04,566789
2-Mar-17,187.89,189.65,187.14,189.37,802534
1-Mar-17,191.64,192.01,185.53,187.45,1154935
28-Feb-17,186.57,191.83,182.26,189.81,2158198
27-Feb-17,185.70,187.89,184.81,185.42,1228896
24-Feb-17,185.66,187.86,184.97,186.28,859090
23-Feb-17,183.00,186.33,182.39,186.30,1029108
22-Feb-17,186.54,187.22,182.06,183.00,1357022
21-Feb-17,188.21,189.88,188.12,188.92,450374
17-Feb-17,186.11,187.99,184.76,187.93,458793
16-Feb-17,186.28,186.49,184.75,186.10,313629
15-Feb-17,183.59,186.22,183.51,185.94,618160
14-Feb-17,183.27,185.28,182.88,184.91,526174
13-Feb-17,187.00,187.45,183.76,183.80,781175
10-Feb-17,185.16,187.94,184.59,186.37,647252
9-Feb-17,185.81,187.60,185.32,185.90,704453
8-Feb-17,183.11,185.60,182.45,185.18,837934
7-Feb-17,178.82,184.10,178.59,182.96,1561739
6-Feb-17,175.23,178.08,175.04,177.94,844506
3-Feb-17,175.23,177.30,174.32,175.89,750089
2-Feb-17,171.67,175.04,170.66,174.91,1155312
1-Feb-17,174.81,175.84,170.06,170.89,662223
31-Jan-17,173.70,175.09,172.51,174.54,822034
30-Jan-17,171.13,174.02,170.99,173.93,655437
27-Jan-17,170.55,172.39,170.07,172.02,462266
26-Jan-17,169.76,171.32,169.23,170.94,322058
25-Jan-17,170.00,170.85,169.56,170.57,296036
24-Jan-17,167.16,169.75,167.16,169.51,601603
23-Jan-17,167.68,168.41,165.67,167.04,584030
20-Jan-17,167.92,168.72,167.11,167.87,436873
19-Jan-17,166.00,166.35,165.19,166.04,340848
18-Jan-17,164.97,165.82,164.49,165.57,527763
17-Jan-17,166.65,167.36,164.32,164.93,483870
13-Jan-17,168.22,168.81,166.35,167.16,475747
12-Jan-17,168.23,170.06,167.03,168.36,601076
11-Jan-17,166.91,169.29,166.41,168.96,705212
10-Jan-17,164.98,172.00,164.53,166.36,834299
9-Jan-17,163.33,165.33,163.09,164.51,478624
6-Jan-17,163.12,164.40,162.18,163.49,548495
5-Jan-17,162.95,164.00,161.60,162.77,482054
4-Jan-17,158.41,163.33,158.05,162.99,679367
3-Jan-17,159.22,159.41,156.26,158.36,797593
30-Dec-16,162.50,162.50,158.94,159.24,491540
29-Dec-16,161.38,162.96,161.01,162.36,308469
28-Dec-16,161.65,162.54,160.74,161.25,292617
27-Dec-16,161.46,162.50,161.08,161.97,269589
23-Dec-16,161.16,161.92,160.39,161.57,276957
22-Dec-16,163.11,163.45,160.73,161.33,432495
21-Dec-16,161.30,163.93,161.21,162.63,387850
20-Dec-16,161.11,162.98,160.85,161.10,305967
19-Dec-16,160.21,161.71,159.90,161.23,573201
16-Dec-16,160.27,160.61,159.25,160.04,871029
15-Dec-16,162.50,162.75,159.71,159.78,628063
14-Dec-16,162.52,163.63,161.24,161.99,475644
13-Dec-16,162.05,163.30,161.21,161.86,494678
12-Dec-16,162.94,164.02,157.97,161.87,765098
9-Dec-16,165.27,165.86,162.36,163.57,501640
8-Dec-16,167.73,168.62,163.65,164.53,751442
7-Dec-16,168.78,169.60,166.51,167.72,815433
6-Dec-16,166.96,169.14,166.84,169.09,382011
5-Dec-16,168.73,169.21,165.98,166.29,667452
2-Dec-16,167.92,169.21,167.05,168.00,371803
1-Dec-16,168.38,169.04,165.46,168.70,487654
30-Nov-16,170.91,170.93,167.89,168.04,606797
29-Nov-16,169.88,171.48,168.79,170.87,398255
28-Nov-16,171.66,171.89,169.58,170.04,392991
25-Nov-16,170.53,172.62,170.09,172.26,276681
23-Nov-16,168.12,170.56,168.07,170.56,352597
22-Nov-16,166.70,168.56,166.05,168.47,436669
21-Nov-16,164.72,166.59,164.72,166.46,508581
18-Nov-16,162.34,164.53,162.08,164.31,513031
17-Nov-16,161.59,162.50,160.40,161.57,601239
16-Nov-16,161.01,163.45,160.15,161.57,558665
15-Nov-16,157.30,161.55,156.61,161.34,874581
14-Nov-16,160.30,161.22,153.58,157.17,1114934
11-Nov-16,161.33,162.93,158.06,159.62,1008124
10-Nov-16,171.51,171.51,160.01,161.11,2151593
9-Nov-16,167.36,171.38,167.31,170.36,529369
8-Nov-16,168.53,169.30,167.25,168.89,370550
7-Nov-16,168.57,169.48,167.48,168.21,438739
4-Nov-16,165.54,167.14,165.47,166.76,595594
3-Nov-16,167.07,167.92,166.00,166.17,506903
2-Nov-16,167.35,168.47,167.07,167.25,506229
1-Nov-16,169.85,169.98,166.60,167.56,704298
31-Oct-16,168.25,169.51,167.23,169.24,618110
28-Oct-16,165.53,168.09,165.00,167.92,636245
27-Oct-16,165.22,166.25,164.52,165.94,554861
26-Oct-16,164.33,165.48,163.80,164.80,425349
25-Oct-16,165.87,166.36,164.60,164.89,593405
24-Oct-16,167.17,167.25,166.18,166.53,484677
21-Oct-16,165.31,166.52,164.78,166.36,798495
20-Oct-16,164.79,165.72,163.92,165.40,1071615
19-Oct-16,159.06,165.04,158.26,165.02,2135175
18-Oct-16,158.01,163.73,157.55,159.45,3551740
17-Oct-16,151.56,153.38,151.23,152.01,1147920
14-Oct-16,153.70,153.86,150.77,151.12,1169526
13-Oct-16,151.84,151.84,149.67,150.31,495047
12-Oct-16,151.95,152.68,151.23,152.24,583077
11-Oct-16,153.50,153.94,151.72,152.38,455785
10-Oct-16,151.60,153.38,151.60,153.19,805024
7-Oct-16,151.60,151.80,150.00,150.84,274963
6-Oct-16,150.79,151.59,150.23,151.13,404102
5-Oct-16,151.96,152.50,150.80,150.97,420118
4-Oct-16,151.75,152.79,150.28,151.47,382692
3-Oct-16,152.12,153.12,150.95,151.58,513234
30-Sep-16,151.73,152.73,151.45,151.85,610264
29-Sep-16,152.33,153.22,150.91,151.75,443129
28-Sep-16,153.46,153.97,151.42,152.78,482080
27-Sep-16,153.46,154.24,153.05,153.63,279901
26-Sep-16,153.90,154.10,152.96,153.49,280257
23-Sep-16,153.95,154.86,153.19,154.26,497950
22-Sep-16,153.50,155.10,152.56,154.08,908937
21-Sep-16,152.45,153.28,150.82,152.61,386236
20-Sep-16,151.65,152.78,151.53,151.94,279610
19-Sep-16,150.94,152.35,150.67,151.51,551312
16-Sep-16,151.57,151.75,149.80,150.03,955450
15-Sep-16,149.96,152.07,149.49,151.79,544674
14-Sep-16,150.13,150.78,148.95,150.30,486652
13-Sep-16,149.87,151.29,149.16,149.66,525336
12-Sep-16,145.18,150.31,145.00,150.21,565525
9-Sep-16,148.43,148.50,145.65,146.13,522612
8-Sep-16,150.42,150.57,148.96,149.24,341789
7-Sep-16,149.93,150.70,149.55,150.48,327333
6-Sep-16,151.14,151.14,149.28,150.18,525708
2-Sep-16,149.45,151.18,149.45,151.00,383215
1-Sep-16,149.17,149.82,148.40,149.01,401671
31-Aug-16,148.75,149.90,148.39,149.57,392127
30-Aug-16,150.05,150.30,148.23,149.43,454435
29-Aug-16,148.35,150.58,148.00,149.99,388741
26-Aug-16,150.55,150.78,147.15,148.35,601548
25-Aug-16,149.17,150.67,149.03,150.24,269567
24-Aug-16,150.64,150.84,149.51,149.82,610576
23-Aug-16,150.50,151.20,149.76,150.48,374642
22-Aug-16,147.32,150.44,147.28,150.07,850559
19-Aug-16,147.12,148.00,146.13,147.28,516760
18-Aug-16,144.32,147.82,144.32,147.13,679846
17-Aug-16,144.20,144.68,143.47,144.57,327876
16-Aug-16,145.08,145.59,143.53,143.97,349488
15-Aug-16,145.95,146.97,144.81,145.15,330052
12-Aug-16,145.12,146.70,144.84,146.13,189709
11-Aug-16,145.54,146.72,145.08,146.02,235496
10-Aug-16,144.76,145.40,144.56,145.00,152471
9-Aug-16,144.50,145.77,144.50,144.92,296023
8-Aug-16,145.82,145.95,144.29,144.70,413637
5-Aug-16,146.80,147.37,146.11,146.18,393710
4-Aug-16,146.21,147.40,145.84,146.50,311564
3-Aug-16,145.66,146.17,144.80,146.16,350641
2-Aug-16,147.04,147.33,144.64,145.45,476210
1-Aug-16,146.94,148.03,146.31,147.52,487952
29-Jul-16,147.20,147.71,146.11,147.30,432425
28-Jul-16,147.27,147.78,146.36,147.25,329694
27-Jul-16,146.42,147.30,145.42,147.23,571776
26-Jul-16,146.85,147.88,145.67,146.13,1048204
25-Jul-16,148.13,149.13,147.30,147.69,1047437
22-Jul-16,145.28,148.99,145.12,148.78,1213639
21-Jul-16,144.94,146.73,142.06,144.66,3247031
20-Jul-16,136.30,137.87,135.80,136.89,1332607
19-Jul-16,135.93,136.18,135.09,135.55,743973
18-Jul-16,135.97,136.18,134.78,135.55,555604
15-Jul-16,135.88,136.27,134.92,135.70,666637
14-Jul-16,136.32,136.66,135.22,135.64,506422
13-Jul-16,135.24,136.37,135.00,135.42,582183
12-Jul-16,136.04,136.47,135.50,135.65,641317
11-Jul-16,135.59,136.15,134.22,136.00,950544
